collectorNumber,foiled,inMyTradelist,inMyCollection,inMyWantlist,name_en,name_fr,faction,rarity,type,handCost,reserveCost,forestPower,mountainPower,waterPower,landmarksSize,reserveSize,abilities_en,supportAbility_en,abilities_fr,supportAbility_fr,id,imagePath
BTG-137-R-EN,False,0,1,False,Jeanne d'Arc,Jeanne d'Arc,Ordis,Rare,Character,#5#,#5#,2,2,2,,,When I leave the Expedition zone — Create #two# [Ordis Recruit 1/1/1] Soldier tokens in each of your Expeditions.,,Lorsque je quitte la zone d'Expédition — Créez #deux jetons# Soldat [1/1/1 Recrue Ordis] dans chacune de vos Expéditions.,,ALT_CORE_B_OR_17_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_17/JPG/en_US/2bb530b8dddf43fdccc8a6e4d5dc3890.jpg
BTG-137-R-EN,False,0,1,False,Jeanne d'Arc,Jeanne d'Arc,Ordis,Rare,Character,#5#,#5#,2,2,2,,,When I leave the Expedition zone — Create #two# [Ordis Recruit 1/1/1] Soldier tokens in each of your Expeditions.,,Lorsque je quitte la zone d'Expédition — Créez #deux jetons# Soldat [1/1/1 Recrue Ordis] dans chacune de vos Expéditions.,,ALT_COREKS_B_OR_17_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_17/JPG/en_US/6f5eba2ea36314195ce6ddb1e5fc8cb0.jpg
BTG-140-C-EN,False,0,1,False,The Council,Le Conseil,Ordis,Common,Character,4,4,4,4,4,,,"The {j}, {h} and {r} abilities of Characters facing me can't activate.",,"Les capacités {j}, {h} et {r} des Personnages qui me font face ne peuvent pas s’activer.",,ALT_CORE_B_OR_12_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_12/JPG/en_US/ecaef909540f4578b9eda3100736236e.jpg
BTG-141-C-EN,False,0,2,False,Anubis,Anubis,Ordis,Common,Character,5,5,3,4,3,,,{J} Each player sacrifices a Character.,,{J} Chaque joueur sacrifie un Personnage.,,ALT_CORE_B_OR_20_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_20/JPG/en_US/9ae83203f1b0e9fe70079be4f8f8580f.jpg
BTG-142-C-EN,False,0,2,False,Issitoq,Issitoq,Ordis,Common,Character,6,6,4,4,4,,,Your other Expedition and the Expedition facing it can't move forward.,{D} : Draw a card. (Discard me from Reserve to do this.),Votre autre Expédition et l'Expédition qui lui fait face ne peuvent pas avancer.,{D} : Piochez une carte. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_OR_19_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_19/JPG/en_US/19849b6549aa887e3c68fc71ab395224.jpg
BTG-143-C-EN,False,0,1,False,Charge!,Chargez !,Ordis,Common,Spell,2,2,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Characters you control gain 1 boost[]. (Cards in Reserve are not controlled. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Les Personnages que vous contrôlez gagnent 1 boost[]. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_OR_23_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_23/JPG/en_US/7e539b495ef072557f719339c71909e5.jpg
BTG-143-C-EN,False,0,5,False,Charge!,Chargez !,Ordis,Common,Spell,2,2,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Characters you control gain 1 boost[]. (Cards in Reserve are not controlled. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Les Personnages que vous contrôlez gagnent 1 boost[]. (Les cartes en Réserve ne sont pas contrôlées. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_OR_23_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_23/JPG/en_US/eb0e8b22b0310c2d3313a7c4d186c689.jpg
BTG-144-C-EN,False,0,1,False,Teamwork Training,Entraînement à l'Esprit d'Équipe,Ordis,Common,Spell,2,2,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Send to Reserve target Character with Hand Cost {X} or less, where X is the number of Characters you control.",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_CORE_B_OR_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_24/JPG/en_US/0a1eb6733eb4b8a7035839986cfd01b3.jpg
BTG-144-C-EN,False,0,1,False,Teamwork Training,Entraînement à l'Esprit d'Équipe,Ordis,Common,Spell,2,2,,,,,,"[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Send to Reserve target Character with Hand Cost {X} or less, where X is the number of Characters you control.",,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Envoyez en Réserve un Personnage ciblé de Coût de Main {X} ou moins, X étant est le nombre de Personnages que vous contrôlez.",,ALT_COREKS_B_OR_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_OR_24/JPG/en_US/86d0dffa5cea908244d42194882fe0ee.jpg
BTG-145-C-EN,False,0,3,False,Sticky Note Seals,Sceaux Adhésifs,Ordis,Common,Spell,3,3,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Choose one:  • Send to Reserve target Character with Hand Cost {4} or more.  • Discard target Permanent with Hand Cost {4} or more.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Choisissez l'un :  • Envoyez en Réserve un Personnage ciblé de Coût de Main {4} ou plus.  • Défaussez un Permanent ciblé de Coût de Main {4} ou plus.,,ALT_CORE_B_OR_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_25/JPG/en_US/65c9141bf54953f101b2fa3c13e09947.jpg
BTG-146-C-EN,False,0,2,False,Celebration Day,Jour de Célébration,Ordis,Common,Spell,5,5,,,,,,[[Fleeting]]. (Send me to Discard instead of Reserve after my effect resolves.)  Target Expedition can't move forward this Day.,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Une Expédition ciblée ne peut pas avancer ce Jour.,,ALT_CORE_B_OR_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_27/JPG/en_US/ab69e99bff1201da1dde2ed080bedc24.jpg
BTG-147-C-EN,False,0,1,False,Open the Gates,Ouvrez les Portes,Ordis,Common,Spell,5,6,,,,,,Create two [Ordis Recruit 1/1/1] Soldier tokens in each of your Expeditions.,,Créez deux jetons Soldat [1/1/1 Recrue Ordis] dans chacune de vos Expéditions.,,ALT_CORE_B_OR_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_26/JPG/en_US/a3b02d11bfb4620f9abca9486d2de34a.jpg
BTG-147-R-EN,False,0,1,False,Open the Gates,Ouvrez les Portes,Ordis,Rare,Spell,5,#5#,,,,,,"Create #four# [Ordis Recruit 1/1/1] Soldier tokens, #distributed as you choose among any number of target Expeditions#.",,"Créez #quatre# jetons Soldat [1/1/1 Recrue Ordis], #distribués comme vous le souhaitez dans n'importe quel nombre d'Expéditions ciblées#.",,ALT_CORE_B_OR_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_26/JPG/en_US/14c68538efdec8cf0a0ef40662db1ff2.jpg
BTG-147-F-EN,False,0,1,False,Open the Gates,Ouvrez les Portes,Axiom,Rare,Spell,#4#,#5#,,,,,,Create #a [Brassbug 2/2/2] Robot# token in each of your Expeditions.,,Créez #un jeton Robot [2/2/2 Scarabot]# dans chacune de vos Expéditions.,,ALT_CORE_B_OR_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_26/JPG/en_US/bf89e1c89a27738022b9c23e112f6903.jpg
BTG-148-C-EN,False,0,5,False,Ordis Carrier,Transporteur Ordis,Ordis,Common,Permanent,3,3,,,,,,At Noon — Create an [Ordis Recruit 1/1/1] Soldier token in your Companion Expedition.,,À Midi — Créez un jeton Soldat [1/1/1 Recrue Ordis] dans votre Expédition Compagnon.,,ALT_CORE_B_OR_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_30/JPG/en_US/38d9ccf88dd0aef05537856cc3c28101.jpg
BTG-149-C-EN,False,0,4,False,"The Monolith, Ordis Bastion","Le Monolithe, Bastion Ordis",Ordis,Common,Permanent,5,5,,,,,,When a Character joins your Expeditions — It gains 1 boost[]. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Lorsqu'un Personnage rejoint vos Expéditions — Il gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_OR_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_28/JPG/en_US/3701866b9bb5fa6f34b27f0bc9d48c5b.jpg
BTG-150-C-EN,False,0,1,False,Grand Endeavor,Grand Projet,Ordis,Common,Permanent,6,6,,,,,,At Noon — Target Expedition moves forward one region.,,À Midi — Une Expédition ciblée avance d'une région.,,ALT_CORE_B_OR_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_OR_29/JPG/en_US/cef32f3d66482c5ff79ec2e014e3030d.jpg
BTG-151-H-EN,False,0,3,False,Akesha & Taru,Akesha & Taru,Yzmir,Common,Hero,,,,,,2,2,{T} : [After You]. You can only activate this if you are the first player. (End your turn as if you had played a card. You may still play cards later this Day.),,{T} : [Après vous]. Vous pouvez seulement activer cela si vous êtes le premier joueur. (Terminez votre tour comme si vous aviez joué une carte. Vous pouvez encore jouer des cartes plus tard ce Jour.),,ALT_CORE_B_YZ_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_01/JPG/en_US/e6ab604295adff0a2538d860b33d9e03.jpg
BTG-152-H-EN,False,0,1,False,Afanas & Senka,Afanas & Senka,Yzmir,Common,Hero,,,,,,2,2,When you play a Spell — Target Character you control gains 1 boost[]. (Do this after the spell resolves. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Lorsque vous jouez un Sort — Un Personnage ciblé que vous contrôlez gagne 1 boost[]. (Faites cela après que le sort est résolu. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_YZ_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_03/JPG/en_US/92c36c5389a664d69297c3d18dc1fb11.jpg
BTG-152-H-EN,False,0,1,False,Afanas & Senka,Afanas & Senka,Yzmir,Common,Hero,,,,,,2,2,When you play a Spell — Target Character you control gains 1 boost[]. (Do this after the spell resolves. A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Lorsque vous jouez un Sort — Un Personnage ciblé que vous contrôlez gagne 1 boost[]. (Faites cela après que le sort est résolu. Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_YZ_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_03/JPG/en_US/adc30378bc26a84c9f966c0945b919e9.jpg
BTG-153-H-EN,False,0,1,False,Lindiwe & Maw,Lindiwe & Maw,Yzmir,Common,Hero,,,,,,2,2,"{T} : Create a [Maw 0/0/0] Companion token in your Companion Expedition with ""When you sacrifice a Character — I gain 2 boosts"". This action costs {1} more if you are not the first player.",,{T} : Créez un jeton Compagnon [0/0/0 Maw] dans votre Expédition Compagnon avec « Lorsque vous sacrifiez un Personnage — Je gagne 2 boosts ». Cette action coûte {1} de plus si vous n'êtes pas le premier joueur.,,ALT_COREKS_B_YZ_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_02/JPG/en_US/8d1c2d0d672092300fb67eee05e2ab9a.jpg
BTG-153-H-EN,False,0,2,False,Lindiwe & Maw,Lindiwe & Maw,Yzmir,Common,Hero,,,,,,2,2,"{T} : Create a [Maw 0/0/0] Companion token in your Companion Expedition with ""When you sacrifice a Character — I gain 2 boosts"". This action costs {1} more if you are not the first player.",,{T} : Créez un jeton Compagnon [0/0/0 Maw] dans votre Expédition Compagnon avec « Lorsque vous sacrifiez un Personnage — Je gagne 2 boosts ». Cette action coûte {1} de plus si vous n'êtes pas le premier joueur.,,ALT_CORE_B_YZ_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_02/JPG/en_US/aa5ce9be62fb231b87ce0eb321892039.jpg
BTG-154-C-EN,False,0,1,False,Moonlight Jellyfish,Méduse Lunaire,Yzmir,Common,Character,1,1,1,0,1,,,"When I'm sacrificed, if I was not [[Fleeting]] — Put me in Reserve.",,"Lorsque je suis sacrifiée, si je n'étais pas [[Fugace]] — Mettez-moi en Réserve.",,ALT_COREKS_B_YZ_05_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_05/JPG/en_US/a7c3f122947596a0c2412e7486034b50.jpg
BTG-154-C-EN,False,0,1,False,Moonlight Jellyfish,Méduse Lunaire,Yzmir,Common,Character,1,1,1,0,1,,,"When I'm sacrificed, if I was not [[Fleeting]] — Put me in Reserve.",,"Lorsque je suis sacrifiée, si je n'étais pas [[Fugace]] — Mettez-moi en Réserve.",,ALT_CORE_B_YZ_05_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_05/JPG/en_US/7780e503f0b1a5a4a493ddb2371a16ab.jpg
BTG-154-F-EN,False,0,1,False,Moonlight Jellyfish,Méduse Lunaire,Axiom,Rare,Character,1,1,1,0,1,,,"#When a Robot joins your Expeditions — You may sacrifice me to give it 2 boosts.#  When I'm sacrificed, if I was not [[Fleeting]] — Put me in Reserve.",,"#Lorsqu'un Robot rejoint vos Expéditions — Vous pouvez me sacrifier pour lui donner 2 boosts.#  Lorsque je suis sacrifiée, si je n'étais pas [[Fugace]] — Mettez-moi en Réserve.",,ALT_CORE_B_YZ_05_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_05/JPG/en_US/e248d53b204ce0657ca8b48eaa4a5897.jpg
BTG-155-C-EN,False,0,4,False,Studious Disciple,Disciple Studieux,Yzmir,Common,Character,1,1,0,1,1,,,,{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.),,{D} : Le prochain Sort que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_04_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_04/JPG/en_US/014ba003f4f7aebc9b04401e7e2f7e52.jpg
BTG-155-F-EN,False,0,1,False,Studious Disciple,Disciple Studieux,Lyra,Rare,Character,1,1,0,1,1,,,#{R} The next Spell you play this Afternoon costs {1} less.#,{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.),#{R} Le prochain Sort que vous jouez cet Après-midi coûte {1} de moins.#,{D} : Le prochain Sort que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_04_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_04/JPG/en_US/1ec05f8870ab1988ecbced286016fc2a.jpg
BTG-156-C-EN,False,0,1,False,Kadigiran Mage-Dancer,Mage-Danseur du Kadigir,Yzmir,Common,Character,2,1,1,1,1,,,When you play a Spell — I gain 1 boost[]. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Lorsque vous jouez un Sort — Je gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_YZ_07_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_07/JPG/en_US/a06d2907f458149e4dfd461664bc1bf0.jpg
BTG-156-C-EN,False,0,1,False,Kadigiran Mage-Dancer,Mage-Danseur du Kadigir,Yzmir,Common,Character,2,1,1,1,1,,,When you play a Spell — I gain 1 boost[]. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Lorsque vous jouez un Sort — Je gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_YZ_07_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_07/JPG/en_US/6c9216f33d95f4300c3b6b5c57f628a3.jpg
BTG-156-R-EN,False,0,1,False,Kadigiran Mage-Dancer,Mage-Danseur du Kadigir,Yzmir,Rare,Character,2,1,1,1,1,,,"When you play a Spell — I gain 1 boost.  #At Dusk — If I have 3 or more boosts, draw a card.#",,"Lorsque vous jouez un Sort — Je gagne 1 boost.  #Au Crépuscule — Si j'ai au moins 3 boosts, piochez une carte.#",,ALT_CORE_B_YZ_07_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_07/JPG/en_US/3676e5ac100aa7ac137ea62e6129e831.jpg
BTG-156-F-EN,False,0,1,False,Kadigiran Mage-Dancer,Mage-Danseur du Kadigir,Lyra,Rare,Character,2,1,1,1,1,,,When you #roll one or more dice# — I gain 1 boost[]. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,Lorsque vous #lancez au moins un dé# — Je gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_YZ_07_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_07/JPG/en_US/ad95d191a7dbd138b9ecb32b7d1400c4.jpg
BTG-157-C-EN,False,0,5,False,Yzmir Stargazer,Augure Yzmir,Yzmir,Common,Character,2,1,1,2,1,,,,,,,ALT_CORE_B_YZ_08_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_08/JPG/en_US/df8d68e0bb3ebd7406f3329efad630c3.jpg
BTG-157-F-EN,False,0,1,False,Yzmir Stargazer,Augure Yzmir,Axiom,Rare,Character,#1#,1,1,2,1,,,,,,,ALT_CORE_B_YZ_08_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_08/JPG/en_US/e672b18216c9631d776535f60ba6cb01.jpg
BTG-158-C-EN,False,0,3,False,Lady of the Lake,Dame du Lac,Yzmir,Common,Character,2,2,1,1,3,,,,,,,ALT_CORE_B_YZ_09_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_09/JPG/en_US/02022cad32910efd45cec7e5d0612109.jpg
BTG-158-R-EN,False,0,1,False,Lady of the Lake,Dame du Lac,Yzmir,Rare,Character,2,2,1,1,3,,,,#{D} : The next Spell you play this turn loses [[Fleeting]].# (Discard me from Reserve to do this.),,#{D} : Le prochain Sort que vous jouez ce tour perd [[Fugace]].# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_09_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_09/JPG/en_US/10963b70c301eb2dbe61cbd903bcdc7f.jpg
BTG-159-C-EN,False,0,2,False,Tooth Fairy,Fée des Dents,Yzmir,Common,Character,2,2,1,1,1,,,{H} [Sabotage]. (Discard up to one target card from a Reserve.),,{H} [Sabotez]. (Défaussez jusqu'à une carte d'une Réserve.),,ALT_CORE_B_YZ_06_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_06/JPG/en_US/c759f94bd63327cfbfd66a1ae143adae.jpg
BTG-159-C-EN,False,0,2,False,Tooth Fairy,Fée des Dents,Yzmir,Common,Character,2,2,1,1,1,,,{H} [Sabotage]. (Discard up to one target card from a Reserve.),,{H} [Sabotez]. (Défaussez jusqu'à une carte d'une Réserve.),,ALT_COREKS_B_YZ_06_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_06/JPG/en_US/78b6a6b3ff1bbae9eb118ac08d94dd06.jpg
BTG-159-R-EN,False,0,3,False,Tooth Fairy,Fée des Dents,Yzmir,Rare,Character,2,#1#,1,1,1,,,{H} [Sabotage]. (Discard up to one target card from a Reserve.),,{H} [Sabotez]. (Défaussez jusqu'à une carte d'une Réserve.),,ALT_CORE_B_YZ_06_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_06/JPG/en_US/32ece30877117233566928bd5478ac21.jpg
BTG-160-C-EN,False,0,3,False,Kadigiran Alchemist,Alchimiste du Kadigir,Yzmir,Common,Character,3,1,1,1,1,,,{H} I gain 2 boosts[]. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,{H} Je gagne 2 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_YZ_12_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_12/JPG/en_US/4ee47d619331de589a08de4033eef4d6.jpg
BTG-160-R-EN,False,0,1,False,Kadigiran Alchemist,Alchimiste du Kadigir,Yzmir,Rare,Character,3,1,1,1,1,,,{H} I gain #3 boosts[]#. (A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone.),,{H} Je gagne #3 boosts[]#. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_YZ_12_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_12/JPG/en_US/51908e6bb0d44651c6fb5052ad307eb8.jpg
BTG-161-C-EN,False,0,3,False,Baba Yaga,Baba Yaga,Yzmir,Common,Character,3,2,2,1,2,,,{H} Draw a card.,,{H} Piochez une carte.,,ALT_CORE_B_YZ_11_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_11/JPG/en_US/479918bd81020eba0cec0f344b91e99b.jpg
BTG-161-R-EN,False,0,1,False,Baba Yaga,Baba Yaga,Yzmir,Rare,Character,3,2,#3#,#2#,2,,,{H} Draw a card.,,{H} Piochez une carte.,,ALT_CORE_B_YZ_11_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_11/JPG/en_US/c67c2f31f3cc08a97923458ac88b41d0.jpg
BTG-162-C-EN,False,0,5,False,Alice,Alice,Yzmir,Common,Character,3,3,2,2,4,,,,{D} : [After You]. (Discard me from Reserve to do this.),,{D} : [Après vous]. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_13_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_13/JPG/en_US/488fff21643856ec7be0cab3d14df66f.jpg
BTG-162-R-EN,False,0,1,False,Alice,Alice,Yzmir,Rare,Character,3,3,#3#,#3#,4,,,,{D} : [After You]. (Discard me from Reserve to do this.),,{D} : [Après vous]. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_13_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_13/JPG/en_US/edf9e2af00919d193afa5813159df569.jpg
BTG-162-F-EN,False,0,1,False,Alice,Alice,Lyra,Rare,Character,3,3,#3#,#3#,4,,,,{D} : [After You]. (Discard me from Reserve to do this.),,{D} : [Après vous]. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_13_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_13/JPG/en_US/25c541661747c6ae373e65ac8104b7c0.jpg
BTG-163-C-EN,False,0,2,False,Baku,Baku,Yzmir,Common,Character,4,2,2,2,2,,,{H} Target opponent discards a card from their hand.,,{H} L'adversaire ciblé se défausse d'une carte de sa main.,,ALT_CORE_B_YZ_10_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_10/JPG/en_US/fb9ddaf8b357408c41e04f7ffd1a4fab.jpg
BTG-163-C-EN,False,0,2,False,Baku,Baku,Yzmir,Common,Character,4,2,2,2,2,,,{H} Target opponent discards a card from their hand.,,{H} L'adversaire ciblé se défausse d'une carte de sa main.,,ALT_COREKS_B_YZ_10_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_10/JPG/en_US/828bc430d532003de2a77e3852d83108.jpg
BTG-164-C-EN,False,0,2,False,Flamel,Flamel,Yzmir,Common,Character,4,3,4,3,3,,,{H} You may return a Spell from your Reserve to your hand.,{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.),{H} Vous pouvez renvoyer un Sort de votre Réserve dans votre main.,{D} : Le prochain Sort que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_YZ_14_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_YZ_14/JPG/en_US/f5bffab924eb3772f619efe68da18915.jpg
BTG-164-C-EN,False,0,1,False,Flamel,Flamel,Yzmir,Common,Character,4,3,4,3,3,,,{H} You may return a Spell from your Reserve to your hand.,{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.),{H} Vous pouvez renvoyer un Sort de votre Réserve dans votre main.,{D} : Le prochain Sort que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_YZ_14_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_14/JPG/en_US/75ea271f7e46a0c65f617d4eb150a3cb.jpg
BTG-165-C-EN,False,0,2,False,"Kuwat, the Dissenter","Kuwat, le Dissident",Yzmir,Common,Character,4,4,5,5,5,,,{J} Sacrifice a Character in my Expedition.,,{J} Sacrifiez un Personnage dans mon Expédition.,,ALT_CORE_B_YZ_15_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_15/JPG/en_US/e51d8b228a729648ef8d8fa0bf20a381.jpg
BTG-165-F-EN,False,0,1,False,"Kuwat, the Dissenter","Kuwat, le Dissident",Ordis,Rare,Character,4,4,5,5,5,,,{J} Sacrifice a Character in my Expedition.,,{J} Sacrifiez un Personnage dans mon Expédition.,,ALT_CORE_B_YZ_15_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_YZ_15/JPG/en_US/fd214dbfcb1dec8685a680ee5dfac3eb.jpg
